Company Name,Time Period,Stock Price,Percentage Return,Total Income From Operations,Consumption of Raw Materials,Employees Cost,Depreciation,Other Expenses,Other Income,Interest,Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS Before Extra Ordinary,Diluted EPS Before Extra Ordinary,Basic EPS After Extra Ordinary,Diluted EPS After Extra Ordinary,Crude Oil Price,GDP
Castrol India Limited,Dec '19,129.3,-0.0496,"1,011.80",347.5,56,18.3,186.3,16.2,0.3,67.5,271.3,494.6,2.74,2.74,2.74,2.74,61.48,3377602.651
Indian Oil Corporation Limited,Mar '14,46.94,0.3153,"1,34,867.42","62,415.56","1,840.36","1,486.61","4,326.00",598.44,998.1,"2,906.42","9,389.85","2,427.95",38.67,38.67,38.67,38.67,105.9,2377153.849
Indian Oil Corporation Limited,Jun '14,57.43,0.2235,"1,24,956.69","57,202.42","1,478.38","1,494.88","6,277.74","1,817.22",913.94,"1,027.65","2,522.94","2,427.95",10.39,10.39,10.39,10.39,105.75,2379355.815
Indian Oil Corporation Limited,Sep '14,60.4,0.0517,"1,11,663.81","58,903.75","1,575.91",730.06,"7,767.56",457.2,"1,039.46",-379.84,-898.46,"2,427.95",-3.7,-3.7,-3.7,-3.7,87.12,2457010.248
Indian Oil Corporation Limited,Dec '14,55.38,-0.0832,"1,07,073.60","54,777.42","1,324.65","1,221.17","8,110.25",910.15,928.99,-647.81,"-2,636.80","2,427.95",-10.86,-10.86,-10.86,-10.86,54.74,2498611.783
Indian Oil Corporation Limited,Mar '15,61.44,0.1096,"93,832.03","34,166.35","2,725.84","1,082.55","7,318.81",959.48,552.88,"2,722.26","6,285.35","2,427.95",25.89,25.89,25.89,25.89,59.36,2560191
Indian Oil Corporation Limited,Jun '15,64.23,0.0454,"1,13,743.46","38,384.80","2,374.26","1,161.85","19,177.79",456.78,618.01,"2,845.56","6,590.83","2,427.95",27.81,27.81,27.81,27.81,55.12,2578225
Indian Oil Corporation Limited,Sep '15,67.03,0.0436,"84,612.23","39,375.23","1,640.83","1,148.31","8,032.71",472.39,757.97,108.67,-450.24,"2,427.95",-0.95,-0.95,-0.95,-0.95,45.09,2637004
Indian Oil Corporation Limited,Dec '15,71.43,0.0655,"82,675.86","34,746.26","1,716.29","1,191.34","6,549.86",648.35,640.57,"1,548.89","3,095.75","2,427.95",6.53,6.53,6.53,6.53,31.43,2716448
Indian Oil Corporation Limited,Mar '16,65.6,-0.0816,"78,415.51","29,759.24","1,382.64","1,317.07","8,147.27",741.36,"15,553.18","15,560.70","2,005.89","2,427.95",4.23,4.23,4.23,4.23,40.44,2798726.369
Indian Oil Corporation Limited,Jun '16,73.5,0.1204,"86,077.19","33,219.29","1,771.61","1,435.00","6,924.72",473.85,680.04,"3,769.80","8,268.98","2,427.95",34.9,34.9,34.9,34.9,44.96,2791993.716
Indian Oil Corporation Limited,Sep '16,97.08,0.3209,"80,370.11","36,960.99","1,871.74","1,504.81","6,396.51",854.13,614.67,"1,384.98","3,121.89","2,427.95",6.58,6.58,6.58,6.58,46.06,2835614.058
Indian Oil Corporation Limited,Dec '16,108.35,0.1161,"93,116.70","39,705.80","1,812.55","1,554.12","9,483.08",792.91,996.67,"2,195.82","3,994.91","4,855.90",8.43,8.43,8.43,8.43,53.89,2901950.786
Indian Oil Corporation Limited,Mar '17,129.02,0.1907,"1,00,337.51","47,024.17","4,201.99","1,729.04","12,053.96","2,059.34","1,154.05",-135.76,"3,720.62","4,855.90",7.85,7.85,7.85,7.85,51.51,2938107.454
Indian Oil Corporation Limited,Jun '17,128.4,-0.0048,"1,05,434.23","45,608.03","2,414.06","1,721.31","7,195.96","1,227.61",718.04,"2,239.32","4,548.51","4,855.90",9.6,9.6,9.6,9.6,48.35,2946670.048
Indian Oil Corporation Limited,Sep '17,133.5,0.0397,"90,566.72","38,726.45","2,363.98","1,697.00","7,531.49",587.76,772.6,"1,795.12","3,696.29","4,855.90",7.8,7.8,7.8,7.8,57.3,3032795.021
Indian Oil Corporation Limited,Dec '17,129.52,-0.0298,"1,10,666.93","50,046.96","2,359.52","1,715.07","7,684.56","1,353.43",654.91,"4,368.97","7,883.22","4,855.90",16.63,16.63,16.63,16.63,64.3,3116597.991
Indian Oil Corporation Limited,Mar '18,117.73,-0.091,"1,17,368.54","54,398.68","2,941.85","1,941.59","8,649.04",248.1,"1,302.89","2,814.75","5,218.10","9,711.81",5.51,5.51,5.51,5.51,69.42,3147143.007
Indian Oil Corporation Limited,Jun '18,104,-0.1166,"1,29,475.00","61,685.86","2,368.57","1,787.93","9,976.89",585.33,"1,031.06","3,511.04","6,831.13","9,711.81",7.21,7.21,7.21,7.21,73.28,3127552.992
Indian Oil Corporation Limited,Sep '18,102.23,-0.017,"1,32,034.75","69,447.07","3,706.11","1,809.05","11,596.24","1,040.67","1,187.83","1,558.81","3,246.93","9,711.81",3.43,3.43,3.43,3.43,74.46,3193097.227
Indian Oil Corporation Limited,Dec '18,91.37,-0.1063,"1,39,968.87","80,463.52","2,163.82","1,860.61","6,850.12",443.06,847.92,627.8,716.82,"9,711.81",0.76,0.76,0.76,0.76,60.53,3266006.55
Indian Oil Corporation Limited,Mar '19,107.53,0.1769,"1,26,214.07","58,083.16","2,863.67","2,056.70","8,619.55","1,059.45","1,244.22","2,535.12","6,099.27","9,414.16",6.46,6.46,6.46,6.46,69.25,3287871.77
Indian Oil Corporation Limited,Jun '19,103.93,-0.0335,"1,31,512.46","64,313.30","2,388.11","2,092.85","8,248.43",631.37,"1,509.08","1,783.29","3,596.11","9,414.16",3.92,3.92,3.92,3.92,61.78,3256509.346
Indian Oil Corporation Limited,Sep '19,98.27,-0.0545,"1,11,689.68","61,515.65","2,233.54","2,097.54","9,722.04",648.05,"1,308.25",251.06,563.42,"9,414.16",0.61,0.61,0.61,0.61,61.32,3297491.819
Indian Oil Corporation Limited,Dec '19,83.7,-0.1482,"1,24,615.23","60,476.75","2,057.01","2,186.19","9,016.36",569.71,"1,311.68","1,383.15","2,339.02","9,414.16",2.55,2.55,2.55,2.55,61.48,3377602.651
Kirloskar Industries Limited,Mar '14,309,0.1705,1.65,,0.32,0.76,1.27,5.85,,1.45,3.06,9.71,3.15,3.15,3.15,3.15,105.9,2377153.849
Kirloskar Industries Limited,Jun '14,372.9,0.2068,2.3,,0.25,0.76,0.94,5.88,,1.86,4.05,9.71,4.17,4.17,4.17,4.17,105.75,2379355.815
Kirloskar Industries Limited,Sep '14,589.9,0.5819,2.74,,0.23,-0.28,0.95,30.98,,1.91,30.2,9.71,31.11,31.11,31.11,31.11,87.12,2457010.248
Kirloskar Industries Limited,Dec '14,579,-0.0185,2.87,,0.22,0.23,1.49,5.83,,1.8,4.64,9.71,4.77,4.77,4.77,4.77,54.74,2498611.783
Kirloskar Industries Limited,Mar '15,531,-0.0829,1.47,,0.37,0.21,0.89,10.41,,3.59,6.24,9.71,5.43,5.43,5.43,5.43,59.36,2560191
Kirloskar Industries Limited,Jun '15,570,0.0734,0.8,,0.23,0.22,0.82,9.6,,2.1,6.69,9.71,6.89,6.89,6.89,6.89,55.12,2578225
Kirloskar Industries Limited,Sep '15,574,0.007,1.79,,0.2,0.23,1.21,29.41,,2.28,26.79,9.71,27.59,27.59,27.59,27.59,45.09,2637004
Kirloskar Industries Limited,Dec '15,644.75,0.1233,1.38,,0.21,0.22,1.16,9.23,,2.03,6.57,9.71,6.77,6.77,6.77,6.77,31.43,2716448
Kirloskar Industries Limited,Mar '16,615.5,-0.0454,0.78,,0.46,0.22,1.09,23.71,,1.72,20.2,9.71,20.8,20.8,20.8,20.8,40.44,2798726.369
Kirloskar Industries Limited,Jun '16,687.85,0.1175,1.44,,0.25,0.22,2.02,9.04,,2.05,5.94,9.71,6.12,6.12,6.12,6.12,44.96,2791993.716
Kirloskar Industries Limited,Sep '16,858.3,0.2478,0.7,,0.28,0.22,1.72,16.6,,2.11,12.97,9.71,13.36,13.36,13.36,13.36,46.06,2835614.058
Kirloskar Industries Limited,Dec '16,824,-0.04,0.53,,0.27,0.22,1.7,9.34,,2.01,5.67,9.71,5.84,5.84,5.84,5.84,53.89,2901950.786
Kirloskar Industries Limited,Mar '17,1105.45,0.3416,0.86,,0.67,0.34,2.59,9.45,,2.47,4.24,9.71,4.37,4.37,4.37,4.37,51.51,2938107.454
Kirloskar Industries Limited,Jun '17,1260,0.1398,0.47,,0.46,0.25,1.56,9.45,,2.18,5.47,9.71,5.64,5.64,5.64,5.64,48.35,2946670.048
Kirloskar Industries Limited,Sep '17,1458.95,0.1579,0.51,,0.99,0.35,2.06,38.04,,1.46,33.69,9.71,34.69,34.69,34.69,34.69,57.3,3032795.021
Kirloskar Industries Limited,Dec '17,1524,0.0446,0.87,,3.01,0.49,2.33,8.89,,1.63,2.3,9.71,2.36,2.36,2.36,2.36,64.3,3116597.991
Kirloskar Industries Limited,Mar '18,1184.15,-0.223,0.63,,5.38,0.49,4.18,21.53,,0.59,11.52,9.71,11.87,11.86,11.87,11.86,69.42,3147143.007
Kirloskar Industries Limited,Jun '18,1122.05,-0.0524,0.62,,1.71,0.54,2.72,9.82,0.42,1.57,3.48,9.71,3.58,3.58,3.58,3.58,73.28,3127552.992
Kirloskar Industries Limited,Sep '18,967.85,-0.1374,30.54,,1.51,0.67,1.11,8.12,0.38,3.16,31.83,9.71,32.78,32.78,32.78,32.78,74.46,3193097.227
Kirloskar Industries Limited,Dec '18,890,-0.0804,2,,1.63,0.67,3.95,6.97,0.31,0.63,1.78,9.71,1.84,1.84,1.84,1.84,60.53,3266006.55
Kirloskar Industries Limited,Mar '19,771,-0.1337,11.59,,1.56,0.68,2.97,8.26,0.29,1.93,12.42,9.71,12.79,12.79,12.79,12.79,69.25,3287871.77
Kirloskar Industries Limited,Jun '19,770.4,-0.0008,1.97,,0.85,0.7,2.79,6.94,0.3,1.4,2.87,9.71,2.95,2.95,2.95,2.95,61.78,3256509.346
Kirloskar Industries Limited,Sep '19,687.95,-0.107,28.01,,1.32,0.74,2.47,8.96,0.31,2.25,29.88,9.71,30.78,30.78,30.78,30.78,61.32,3297491.819
Kirloskar Industries Limited,Dec '19,612,-0.1104,1.67,,1,0.75,2.72,6.95,0.32,0.64,3.19,9.71,3.29,3.29,3.29,3.29,61.48,3377602.651
Exide Industries Limited,Mar '14,120.95,-0.0167,"1,612.98","1,062.14",86.96,32.58,229.19,9.81,-0.02,64,132.14,85,1.55,1.55,1.55,1.55,105.9,2377153.849
Exide Industries Limited,Jun '14,144.75,0.1968,"1,912.36","1,329.51",100.01,32.33,254.22,8.74,0.24,82,185.3,85,2.18,2.18,2.18,2.18,105.75,2379355.815
Exide Industries Limited,Sep '14,169.45,0.1706,"1,763.34","1,321.23",108.29,32.9,264.1,6.86,0.41,55.5,125.76,85,1.48,1.48,1.48,1.48,87.12,2457010.248
Exide Industries Limited,Dec '14,178,0.0505,"1,558.65",967.91,101.98,35.21,231.7,1.24,0.75,48.25,97.23,85,1.14,1.14,1.14,1.14,54.74,2498611.783
Exide Industries Limited,Mar '15,177.7,-0.0017,"1,651.82","1,180.93",106.5,39.08,249.35,5.65,0.27,66.87,137.59,85,1.61,1.61,1.61,1.61,59.36,2560191
Exide Industries Limited,Jun '15,148.15,-0.1663,"1,810.58","1,005.26",109.74,36.19,273.83,3.1,0.21,76.44,155.71,85,1.83,1.83,1.83,1.83,55.12,2578225
Exide Industries Limited,Sep '15,155.3,0.0483,"1,745.81",970.4,116.86,37.78,288.11,8.43,0.01,70.86,155.08,85,1.82,1.82,1.82,1.82,45.09,2637004
Exide Industries Limited,Dec '15,146.15,-0.0589,"1,536.28",905.37,117.24,40.03,262.28,7.46,0.05,68.07,138.46,85,1.63,1.63,1.63,1.63,31.43,2716448
Exide Industries Limited,Mar '16,139.65,-0.0445,"1,771.10","1,105.08",123.19,43.93,305.05,22.62,1.4,68.35,175.21,85,2.06,2.06,2.06,2.06,40.44,2798726.369
Exide Industries Limited,Jun '16,169.65,0.2148,"2,011.07","1,180.27",129.07,49.1,312.71,14.28,1.71,82.38,196.05,85,2.31,2.31,2.31,2.31,44.96,2791993.716
Exide Industries Limited,Sep '16,183.25,0.0802,"1,928.89","1,210.93",132.01,50.6,325.09,19.02,0.58,79.26,181.32,85,2.13,2.13,2.13,2.13,46.06,2835614.058
Exide Industries Limited,Dec '16,180,-0.0177,"1,729.27","1,301.92",128.17,52.18,333.91,35.02,4.61,56.37,151.49,85,1.78,1.78,1.78,1.78,53.89,2901950.786
Exide Industries Limited,Mar '17,223.95,0.2442,"1,975.69","1,293.16",130.32,54.44,346.79,21.52,,64.08,164.78,85,1.94,1.94,1.94,1.94,51.51,2938107.454
Exide Industries Limited,Jun '17,219.95,-0.0179,"2,102.88","1,496.50",143.02,56.3,312.39,13.21,1.56,90.62,189,85,2.22,2.22,2.22,2.22,48.35,2946670.048
Exide Industries Limited,Sep '17,205.55,-0.0655,"2,371.32","1,315.96",148.04,59.67,338.9,13.87,2.12,70.61,135.52,85,1.6,1.6,1.6,1.6,57.3,3032795.021
Exide Industries Limited,Dec '17,222.85,0.0842,"2,276.54","1,722.74",152.32,62.54,351.43,11.05,0.93,75.89,154.27,85,1.82,1.82,1.82,1.82,64.3,3116597.991
Exide Industries Limited,Mar '18,221.95,-0.004,"2,459.41","1,699.45",153.79,67.43,364.41,20.28,0.63,100.69,189.56,85,2.23,2.23,2.23,2.23,69.42,3147143.007
Exide Industries Limited,Jun '18,258.2,0.1633,"2,772.46","1,752.03",161.97,71.88,377.66,4.2,1.12,112.2,209.92,85,2.47,2.47,2.47,2.47,73.28,3127552.992
Exide Industries Limited,Sep '18,265.15,0.0269,"2,720.35","1,786.23",164.86,76.81,402.16,11.64,1.38,106.04,268.41,85,3.16,3.16,3.16,3.16,74.46,3193097.227
Exide Industries Limited,Dec '18,267.05,0.0072,"2,496.84","1,722.24",163.18,81.33,400.77,7.99,2.31,81.84,155.04,85,1.82,1.82,1.82,1.82,60.53,3266006.55
Exide Industries Limited,Mar '19,221.2,-0.1717,"2,598.66","1,728.08",147.65,83.48,390.41,16.6,1.24,94.45,210.68,85,2.48,2.48,2.48,2.48,69.25,3287871.77
Exide Industries Limited,Jun '19,201.3,-0.09,"2,779.25","1,656.08",166.71,86.42,412.86,16.41,1.79,111.61,224.29,85,2.64,2.64,2.64,2.64,61.78,3256509.346
Exide Industries Limited,Sep '19,195.1,-0.0308,"2,610.86","1,668.39",174.26,89.81,404.45,5.55,1.78,43.89,237.29,85,2.79,2.79,2.79,2.79,61.32,3297491.819
Exide Industries Limited,Dec '19,186.5,-0.0441,"2,411.46","1,674.59",167.11,92.54,385.35,25.12,2.14,32.64,195.93,85,2.31,2.31,2.31,2.31,61.48,3377602.651
Scooters India Limited,Mar '14,16.25,0,48.45,33.92,8.31,0.33,3.64,7.8,0,,10.8,85.38,1.27,1.27,1.27,1.27,105.9,2377153.849
Scooters India Limited,Jun '14,31.25,0.9231,35.35,23.17,8.04,0.32,3.49,1.52,0.05,,0.96,85.38,0.11,0.11,0.11,0.11,105.75,2379355.815
Scooters India Limited,Sep '14,25.6,-0.1808,42.48,18.81,8.06,0.32,2.18,1.9,0.06,,1.14,85.38,0.13,0.13,0.13,0.13,87.12,2457010.248
Scooters India Limited,Dec '14,32.6,0.2734,38.53,34.42,8.34,0.82,2.01,1.52,0.01,,4.61,85.38,0.54,0.54,0.54,0.54,54.74,2498611.783
Scooters India Limited,Mar '15,25.55,-0.2163,35.65,36.82,11.04,1.06,3.64,1.38,0.17,,4.38,85.38,0.51,0.51,0.51,0.51,59.36,2560191
Scooters India Limited,Jun '15,23.55,-0.0783,28.59,15.98,8.21,0.46,2.93,1.47,0.4,,0.69,85.38,0.08,0.08,0.08,0.08,55.12,2578225
Scooters India Limited,Sep '15,31.85,0.3524,37.44,14.4,7.57,0.48,2.66,1.41,0.41,,0.34,85.38,0.04,0.04,0.04,0.04,45.09,2637004
Scooters India Limited,Dec '15,27.5,-0.1366,38.25,21.58,8.77,0.47,2.69,1.22,0.27,0.14,0.57,85.38,0.07,0.07,0.07,0.07,31.43,2716448
Scooters India Limited,Mar '16,25.75,-0.0636,34.82,24.39,12.12,0.48,4.02,5.44,0.27,0.15,3.88,85.38,0.45,0.45,0.45,0.45,40.44,2798726.369
Scooters India Limited,Jun '16,26.95,0.0466,27.83,13.35,7.25,0.4,2.96,1.05,0.22,,-2.83,85.38,-0.33,-0.33,-0.33,-0.33,44.96,2791993.716
Scooters India Limited,Sep '16,40.85,0.5158,24.67,8.31,7,0.42,1.7,1.05,0.21,,-3.51,85.38,-0.41,-0.41,-0.41,-0.41,46.06,2835614.058
Scooters India Limited,Dec '16,38.15,-0.0661,27.69,10.7,6.48,0.41,1.43,0.98,0.17,0.26,-0.22,85.38,-0.03,-0.03,-0.03,-0.03,53.89,2901950.786
Scooters India Limited,Mar '17,40,0.0485,16.26,22.05,11.37,0.42,3.71,1.15,0.21,,-3.71,85.38,-0.43,-0.43,-0.43,-0.43,51.51,2938107.454
Scooters India Limited,Jun '17,47.5,0.1875,1.16,0.61,6.6,0.39,1.15,1.24,0.38,,-6.46,85.38,-0.76,-0.76,-0.76,-0.76,48.35,2946670.048
Scooters India Limited,Sep '17,42.2,-0.1116,8.97,4.04,5.6,0.39,0.91,4.61,0.21,,-4.7,85.38,-0.55,-0.55,-0.55,-0.55,57.3,3032795.021
Scooters India Limited,Dec '17,50.6,0.1991,19.38,8.89,5.12,0.4,1.21,0.27,,,-4.24,85.38,-0.5,-0.5,-0.5,-0.5,64.3,3116597.991
Scooters India Limited,Mar '18,60.45,0.1947,20.95,12.29,5.87,0.58,1.72,0.44,,,-3.22,85.38,-0.39,-0.39,-0.39,-0.39,69.42,3147143.007
Scooters India Limited,Jun '18,39.8,-0.3416,10.78,6.84,5.18,0.48,1.17,0.4,,,-2.52,85.38,-0.29,-0.29,-0.29,-0.29,73.28,3127552.992
Scooters India Limited,Sep '18,34.85,-0.1244,18.33,8.28,5.71,0.48,1.46,0.79,,,-0.08,87.27,-0.01,-0.01,-0.01,-0.01,74.46,3193097.227
Scooters India Limited,Dec '18,40.7,0.1679,16,13.8,5.31,0.48,1.36,0.44,,,-0.61,87.27,-0.07,-0.07,-0.07,-0.07,60.53,3266006.55
Scooters India Limited,Mar '19,33.2,-0.1843,18.73,16.55,6.1,0.5,3.01,0.51,,,-1.43,87.27,-0.22,-0.22,-0.22,-0.22,69.25,3287871.77
Scooters India Limited,Jun '19,27.65,-0.1672,13.69,8.45,5.14,0.48,3.14,0.3,,,-6.65,87.27,-0.76,-0.76,-0.76,-0.76,61.78,3256509.346
Scooters India Limited,Sep '19,27.85,0.0072,17.67,8.4,4.82,0.48,1.55,0.32,,,-3.41,87.27,-0.39,-0.39,-0.39,-0.39,61.32,3297491.819
Scooters India Limited,Dec '19,30.9,0.1095,20.02,11.18,4.87,0.48,3.87,0.33,,,-2.13,87.27,-0.24,-0.24,-0.24,-0.24,61.48,3377602.651
Amara Raja Batteries Limited,Mar '14,394.4,0.1738,887.94,550.22,41.46,18.95,114.55,6.12,0.6,40.35,80.05,17.08,4.69,4.69,4.69,4.69,105.9,2377153.849
Amara Raja Batteries Limited,Jun '14,470.8,0.1937,"1,029.03",613.07,47.05,30.96,118.99,5.88,0.02,44.47,105.96,17.08,6.2,6.2,6.2,6.2,105.75,2379355.815
Amara Raja Batteries Limited,Sep '14,598.45,0.2711,"1,065.59",668.03,48,36.64,129.48,5.58,0.04,53.93,100.3,17.08,5.87,5.87,5.87,5.87,87.12,2457010.248
Amara Raja Batteries Limited,Dec '14,821.4,0.3725,"1,066.45",673.64,49.49,28.8,141.31,4.7,0.06,53.55,102.34,17.08,5.99,5.99,5.99,5.99,54.74,2498611.783
Amara Raja Batteries Limited,Mar '15,833.05,0.0142,"1,069.84",594.73,50.55,37.6,141.26,6.56,0.12,47.05,102.26,17.08,5.99,5.99,5.99,5.99,59.36,2560191
Amara Raja Batteries Limited,Jun '15,883.35,0.0604,"1,130.55",636.26,55.89,32.84,140.47,13.55,1.28,57.23,122.32,17.08,7.16,7.16,7.16,7.16,55.12,2578225
Amara Raja Batteries Limited,Sep '15,1029.65,0.1656,"1,151.12",644.31,57.94,34.29,151.99,11.24,1.28,52.16,123.43,17.08,7.23,7.23,7.23,7.23,45.09,2637004
Amara Raja Batteries Limited,Dec '15,861.8,-0.163,"1,212.31",749.49,61.73,35.53,171.62,11.35,1.59,67.45,136.82,17.08,8.01,8.01,8.01,8.01,31.43,2716448
Amara Raja Batteries Limited,Mar '16,877.6,0.0183,"1,144.87",712.08,62.35,37.63,177.27,9.74,1.38,54.17,109.06,17.08,6.38,6.38,6.38,6.38,40.44,2798726.369
Amara Raja Batteries Limited,Jun '16,868.55,-0.0103,"1,320.84",741.7,65.59,44.08,153.22,8.95,1.4,60.09,130.66,17.08,7.65,7.65,7.65,7.65,44.96,2791993.716
Amara Raja Batteries Limited,Sep '16,1010.8,0.1638,"1,345.54",843.24,69.31,45.69,181.81,11.98,1.49,58.19,136.32,17.08,7.98,7.98,7.98,7.98,46.06,2835614.058
Amara Raja Batteries Limited,Dec '16,870.3,-0.139,"1,328.33",932.32,72.33,46.91,186.78,13.25,1.38,56.59,112.32,17.08,6.58,6.58,6.58,6.58,53.89,2901950.786
Amara Raja Batteries Limited,Mar '17,890.05,0.0227,"1,344.46",934.9,70.52,49.89,175.17,15.06,1.5,48.85,99.19,17.08,5.81,5.81,5.81,5.81,51.51,2938107.454
Amara Raja Batteries Limited,Jun '17,839.6,-0.0567,"1,497.45",927.37,80.78,54.42,175.18,13.68,1.37,50.87,99.85,17.08,5.85,5.85,5.85,5.85,48.35,2946670.048
Amara Raja Batteries Limited,Sep '17,709,-0.1556,"1,427.50",864.21,74.16,58.35,173.23,12.23,1.25,63.5,127.22,17.08,7.45,7.45,7.45,7.45,57.3,3032795.021
Amara Raja Batteries Limited,Dec '17,840.2,0.185,"1,553.46","1,086.74",75.76,58.74,197.17,16.76,1.13,64.02,134.45,17.08,7.87,7.87,7.87,7.87,64.3,3116597.991
Amara Raja Batteries Limited,Mar '18,795,-0.0538,"1,580.74","1,043.39",78.29,58.83,205.1,23.7,1.31,64.49,109.8,17.08,6.43,6.43,6.43,6.43,69.42,3147143.007
Amara Raja Batteries Limited,Jun '18,726.15,-0.0866,"1,778.67","1,181.24",84.27,62.95,202.29,13.71,1.49,56.5,113.03,17.08,6.62,6.62,6.62,6.62,73.28,3127552.992
Amara Raja Batteries Limited,Sep '18,739.95,0.019,"1,753.05","1,216.25",92.83,64.25,212.5,14.24,1.82,64.56,120.23,17.08,7.04,7.04,7.04,7.04,74.46,3193097.227
Amara Raja Batteries Limited,Dec '18,742.85,0.0039,"1,694.66","1,189.36",86.61,65.68,215.81,12.5,1.79,66.91,130.89,17.08,7.66,7.66,7.66,7.66,60.53,3266006.55
Amara Raja Batteries Limited,Mar '19,717.45,-0.0342,"1,566.73","1,016.21",81.52,68.32,221.43,6.32,1.85,58.91,119.34,17.08,6.99,6.99,6.99,6.99,69.25,3287871.77
Amara Raja Batteries Limited,Jun '19,619.95,-0.1359,"1,814.95","1,003.46",98.53,73.31,211.04,10.23,2.89,72.3,140.91,17.08,8.25,8.25,8.25,8.25,61.78,3256509.346
Amara Raja Batteries Limited,Sep '19,717.6,0.1575,"1,695.31","1,103.31",98.56,75.03,217.75,17.95,3.37,12.98,218.85,17.08,12.81,12.81,12.81,12.81,61.32,3297491.819
Amara Raja Batteries Limited,Dec '19,724.35,0.0094,"1,747.81","1,111.27",94.41,76.45,242.14,12.76,2.9,52.95,164.41,17.08,9.63,9.63,9.63,9.63,61.48,3377602.651